panoid,lat,lon,year,month,img_path,angle,type,img_name,conf,bbox,LLM
n935BwKNmHNUuUL-TCE1Aw,-1.267906543626108,36.83732905255503,2018,2,N/9/,180,GSVI,n935BwKNmHNUuUL-TCE1Aw_180,[0.3861698508262634],"[[219.31732177734375, 221.07752990722656, 306.5953063964844, 273.629638671875]]",1.0
nBmkS4fmc5immErLLchCIg,-1.20881421175644,36.9024256093378,2021,9,N/B/,90,GSVI,nBmkS4fmc5immErLLchCIg_90,[0.6012352705001831],"[[304.2210388183594, 202.84400939941406, 399.56817626953125, 296.9764709472656]]",1.0
nIFeDNZEfExDGF5nqYSPxA,-1.279299984235268,36.71315216607579,2018,3,N/i/,180,GSVI,nIFeDNZEfExDGF5nqYSPxA_180,[0.31583157181739807],"[[304.45361328125, 203.18344116210938, 400.0, 299.732666015625]]",1.0
nIYnIR6Ce6gdItqdjq1V_Q,-1.290242843511333,36.97303354932264,2018,2,N/i/,0,GSVI,nIYnIR6Ce6gdItqdjq1V_Q_0,[0.3700849711894989],"[[7.8658294677734375, 172.78521728515625, 292.4584045410156, 299.57293701171875]]",1.0
nKS_d6iKoqelzLXcZ8w4pQ,-1.315244234271378,36.91601098635466,2018,4,N/K/,0,GSVI,nKS_d6iKoqelzLXcZ8w4pQ_0,[0.2666560113430023],"[[2.971315383911133, 166.9219970703125, 144.83253479003906, 256.74078369140625]]",1.0
nKS_d6iKoqelzLXcZ8w4pQ,-1.315244234271378,36.91601098635466,2018,4,N/K/,270,GSVI,nKS_d6iKoqelzLXcZ8w4pQ_270,[0.39926883578300476],"[[87.54486083984375, 166.12222290039062, 246.71981811523438, 204.63194274902344]]",1.0
nO4mVk2QxqwWduNGyqkoeg,-1.15154672144969,36.93250015457373,2021,12,N/O/,180,GSVI,nO4mVk2QxqwWduNGyqkoeg_180,[0.485548734664917],"[[89.4900894165039, 175.87863159179688, 172.63259887695312, 212.0000457763672]]",1.0
nS0phjrHGKbBQrg7YhyMaw,-1.174996394720433,36.82808539036025,2021,11,N/s/,180,GSVI,nS0phjrHGKbBQrg7YhyMaw_180,[0.6982945799827576],"[[284.5420837402344, 220.55857849121094, 399.8674011230469, 290.7622985839844]]",1.0
nUAXf60A_lUz50Jsp82FwQ,-1.296734180051639,36.85212960622184,2018,2,N/U/,180,GSVI,nUAXf60A_lUz50Jsp82FwQ_180,[0.5208049416542053],"[[0.0, 231.69761657714844, 165.11187744140625, 300.0]]",1.0
nUV7LpBcbCO4RT3LwckrHA,-1.363392815349596,36.66020331872202,2018,4,N/U/,0,GSVI,nUV7LpBcbCO4RT3LwckrHA_0,[0.6193087100982666],"[[0.6840133666992188, 141.24266052246094, 173.22879028320312, 181.16812133789062]]",1.0
nUV7LpBcbCO4RT3LwckrHA,-1.363392815349596,36.66020331872202,2018,4,N/U/,180,GSVI,nUV7LpBcbCO4RT3LwckrHA_180,[0.39279040694236755],"[[333.580322265625, 246.4078826904297, 399.5094299316406, 299.42230224609375]]",1.0
nXFH5WQ2q5G8EEk1H6HURg,-1.307992294133779,36.9109514996601,2021,7,N/x/,0,GSVI,nXFH5WQ2q5G8EEk1H6HURg_0,[0.29924246668815613],"[[0.7679462432861328, 165.88600158691406, 135.34764099121094, 251.53182983398438]]",1.0
nXVVAJddpT9FxlngkduArA,-1.266395359056094,37.05061141678161,2018,2,N/x/,0,GSVI,nXVVAJddpT9FxlngkduArA_0,[0.7630354762077332],"[[144.2604217529297, 216.696044921875, 244.74549865722656, 256.6357727050781]]",1.0
n_x27hcoWPf3yTuH-AZULw,-1.318687566086936,36.84178436163406,2021,7,N/_/,90,GSVI,n_x27hcoWPf3yTuH-AZULw_90,[0.36256396770477295],"[[90.97007751464844, 240.67225646972656, 221.2151641845703, 299.7535705566406]]",1.0
nfMywGQsFFQAifszm780Lw,-1.284717908886797,36.89538058663855,2018,1,N/f/,0,GSVI,nfMywGQsFFQAifszm780Lw_0,"[0.5296512246131897, 0.27492812275886536]","[[79.66808319091797, 205.0255889892578, 214.60353088378906, 290.9454345703125], [1.0033607482910156, 219.31846618652344, 220.12696838378906, 299.1564636230469]]",1.0
nfMywGQsFFQAifszm780Lw,-1.284717908886797,36.89538058663855,2018,1,N/f/,270,GSVI,nfMywGQsFFQAifszm780Lw_270,"[0.3991374671459198, 0.3381097912788391]","[[192.0359344482422, 173.31314086914062, 397.2466125488281, 282.24676513671875], [190.0140380859375, 170.706787109375, 368.2183837890625, 262.323974609375]]",1.0
ngU7qamvKbwrhdo9JGhMMQ,-1.285816554456988,36.83286501485703,2021,8,N/g/,0,GSVI,ngU7qamvKbwrhdo9JGhMMQ_0,[0.8238347768783569],"[[0.0, 186.18357849121094, 153.06710815429688, 300.0]]",1.0
ngU7qamvKbwrhdo9JGhMMQ,-1.285816554456988,36.83286501485703,2021,8,N/g/,270,GSVI,ngU7qamvKbwrhdo9JGhMMQ_270,[0.5272647142410278],"[[322.18914794921875, 177.37918090820312, 399.6471862792969, 300.0]]",1.0
nhoWtSUnRMdS22nRWk1iLw,-1.179422772873951,36.90893223460445,2021,9,N/H/,180,GSVI,nhoWtSUnRMdS22nRWk1iLw_180,"[0.519363284111023, 0.26206883788108826]","[[129.47967529296875, 174.61734008789062, 315.026611328125, 213.18125915527344], [132.09361267089844, 172.0366973876953, 380.1958923339844, 273.6074523925781]]",1.0
ntKggeEhyQbDDZN7qV5WdQ,-1.306791714635955,36.88884026147132,2021,8,N/t/,180,GSVI,ntKggeEhyQbDDZN7qV5WdQ_180,[0.27611279487609863],"[[311.185546875, 260.8844299316406, 395.983642578125, 299.9879150390625]]",1.0
nv9Y6phPu8KoMG23KONccw,-1.277607936096046,36.96174938902426,2018,2,N/v/,90,GSVI,nv9Y6phPu8KoMG23KONccw_90,"[0.45298323035240173, 0.35837745666503906]","[[138.35995483398438, 215.3112335205078, 228.12762451171875, 271.1961669921875], [138.87477111816406, 217.22303771972656, 384.5897521972656, 280.15472412109375]]",1.0
nzgIFUhISa5vR6caqLwvqw,-1.250879929165832,36.88111098317982,2018,2,N/Z/,180,GSVI,nzgIFUhISa5vR6caqLwvqw_180,"[0.6531935334205627, 0.623648464679718, 0.3033718168735504]","[[72.13723754882812, 235.9319610595703, 192.95523071289062, 288.54449462890625], [322.3970642089844, 240.90907287597656, 399.980224609375, 289.28912353515625], [0.4932212829589844, 231.71096801757812, 193.7775421142578, 288.6224365234375]]",1.0
o-wh8P_LwPn32hB_0zNKfQ,-1.16795512293719,36.97607043087968,2022,2,O/-/,90,GSVI,o-wh8P_LwPn32hB_0zNKfQ_90,[0.46912410855293274],"[[65.65715026855469, 183.83316040039062, 265.1124267578125, 298.9201354980469]]",1.0
o0U58cSjTiGkdg445qiOug,-1.364000990470489,36.91000537604937,2021,8,O/0/,90,GSVI,o0U58cSjTiGkdg445qiOug_90,[0.3828693628311157],"[[1.429891586303711, 196.22706604003906, 140.30528259277344, 243.71287536621094]]",1.0
o2mRTeVf8j2rLA3fMJsyQg,-1.211116408343311,36.92878773099926,2021,9,O/2/,0,GSVI,o2mRTeVf8j2rLA3fMJsyQg_0,[0.6993342638015747],"[[306.03125, 195.81275939941406, 395.66619873046875, 235.02391052246094]]",1.0
o3nVwrpfhdsX-V66-TNDwQ,-1.275510219098606,36.84550290795534,2021,7,O/3/,90,GSVI,o3nVwrpfhdsX-V66-TNDwQ_90,[0.29313546419143677],"[[233.56719970703125, 146.6873016357422, 400.0, 203.01275634765625]]",1.0
o41lF4VfOlZ_byo6udnDWg,-1.255271651144803,36.9245635151678,2018,2,O/4/,90,GSVI,o41lF4VfOlZ_byo6udnDWg_90,"[0.6218162775039673, 0.2587341070175171]","[[55.65174102783203, 222.62522888183594, 394.28662109375, 300.0], [57.793235778808594, 225.609619140625, 252.3174591064453, 274.95745849609375]]",1.0
o9l5TCN_2arQGO2svlM1FQ,-1.254727796531752,36.81183313984146,2018,2,O/9/,0,GSVI,o9l5TCN_2arQGO2svlM1FQ_0,[0.41756579279899597],"[[305.783203125, 197.55828857421875, 400.0, 239.10899353027344]]",1.0
oAuWXOMB6ngd7ka5GqeM6A,-1.364155533292502,36.6561233644018,2018,4,O/a/,180,GSVI,oAuWXOMB6ngd7ka5GqeM6A_180,[0.6484035849571228],"[[144.91238403320312, 170.14117431640625, 363.1668395996094, 300.0]]",1.0
oD4gPyRy85wUosW8InuEzQ,-1.321369303476603,36.86143535694183,2018,1,O/d/,90,GSVI,oD4gPyRy85wUosW8InuEzQ_90,"[0.5458706617355347, 0.5007973909378052]","[[275.0733642578125, 167.15341186523438, 399.7502136230469, 211.3247833251953], [144.31365966796875, 159.03683471679688, 243.55662536621094, 194.1337127685547]]",1.0
oDXWlLSCjQhe5QvNF9zw_g,-1.250929930314869,36.91370603477515,2018,2,O/d/,180,GSVI,oDXWlLSCjQhe5QvNF9zw_g_180,[0.6515942215919495],"[[5.123481750488281, 194.49591064453125, 325.68939208984375, 299.155029296875]]",1.0
oFlcV2fmKxg4qxEABPQiJQ,-1.26261748016237,36.8869233035877,2018,2,O/f/,180,GSVI,oFlcV2fmKxg4qxEABPQiJQ_180,[0.7928115129470825],"[[27.49065399169922, 187.52574157714844, 185.35537719726562, 295.5616455078125]]",1.0
oGaMofwhTNq3g26VhFhlZw,-1.263512768989335,36.88294692145167,2018,2,O/g/,270,GSVI,oGaMofwhTNq3g26VhFhlZw_270,"[0.2978261113166809, 0.2684859335422516]","[[10.671443939208984, 152.7994842529297, 118.20934295654297, 178.4623260498047], [212.6153106689453, 145.70361328125, 284.62353515625, 202.7653045654297]]",1.0
oIhgCZy0A0qS6Zs9hA58lg,-1.20744132926583,36.92960606827159,2021,9,O/i/,90,GSVI,oIhgCZy0A0qS6Zs9hA58lg_90,"[0.5042569041252136, 0.3658169209957123, 0.2615033686161041]","[[34.79022979736328, 229.3131561279297, 398.88079833984375, 297.9284973144531], [159.67315673828125, 233.87176513671875, 353.3436584472656, 299.7283020019531], [193.21533203125, 235.67294311523438, 400.0, 299.9617614746094]]",1.0
oJoiZXpBBjthtsnFLUGv4Q,-1.255554699359045,36.89292883306098,2018,2,O/j/,90,GSVI,oJoiZXpBBjthtsnFLUGv4Q_90,"[0.6108511686325073, 0.44717535376548767]","[[107.80742645263672, 213.04327392578125, 192.08514404296875, 251.86029052734375], [90.66112518310547, 211.40826416015625, 193.51425170898438, 257.5454406738281]]",1.0
oJoiZXpBBjthtsnFLUGv4Q,-1.255554699359045,36.89292883306098,2018,2,O/j/,270,GSVI,oJoiZXpBBjthtsnFLUGv4Q_270,[0.6190968751907349],"[[0.9156227111816406, 212.1363067626953, 183.393310546875, 286.2724914550781]]",1.0
oJx1kT34aw3GlDEscr19vA,-1.212816509610948,36.93145112814162,2021,9,O/j/,180,GSVI,oJx1kT34aw3GlDEscr19vA_180,[0.6845487356185913],"[[0.8835220336914062, 171.03106689453125, 394.5709228515625, 285.2111511230469]]",1.0
oJx1kT34aw3GlDEscr19vA,-1.212816509610948,36.93145112814162,2021,9,O/j/,270,GSVI,oJx1kT34aw3GlDEscr19vA_270,[0.576328456401825],"[[0.9675121307373047, 188.70333862304688, 134.737548828125, 299.66888427734375]]",1.0
oKS_9mOS5yO5uP6ZCaky1Q,-1.24847479619006,36.89185511368734,2018,2,O/K/,270,GSVI,oKS_9mOS5yO5uP6ZCaky1Q_270,"[0.7127721905708313, 0.3497382700443268, 0.34478268027305603]","[[165.43765258789062, 171.5412139892578, 400.0, 293.1120910644531], [125.59700775146484, 163.79348754882812, 398.5040283203125, 263.3099060058594], [227.62660217285156, 212.8583526611328, 400.0, 300.0]]",1.0
oOaoCydlyYgbzhqv-zxxRQ,-1.276957829938353,36.87521341174592,2018,1,O/O/,270,GSVI,oOaoCydlyYgbzhqv-zxxRQ_270,[0.7752609252929688],"[[216.98748779296875, 196.68907165527344, 378.3731384277344, 273.9866638183594]]",1.0
oR_DS8HuY5I6mrAumru4jg,-1.252531786245723,36.88318116053429,2018,2,O/r/,90,GSVI,oR_DS8HuY5I6mrAumru4jg_90,[0.5938259959220886],"[[229.7720184326172, 172.45626831054688, 290.3263244628906, 207.25706481933594]]",1.0
oRuXd1w3QdJUA1PQzGOesw,-1.251191819175104,36.9525212114049,2021,8,O/r/,0,GSVI,oRuXd1w3QdJUA1PQzGOesw_0,[0.4114072620868683],"[[61.55751037597656, 240.4625244140625, 307.7503662109375, 298.3800048828125]]",1.0
oTb02cm_CskIvSXfp7Uucg,-1.264807222335967,36.87957154695828,2022,6,O/t/,270,GSVI,oTb02cm_CskIvSXfp7Uucg_270,"[0.4661670923233032, 0.42713767290115356]","[[127.94694519042969, 203.38671875, 289.537109375, 263.2632751464844], [0.0, 201.51275634765625, 286.6904602050781, 273.7835388183594]]",1.0
oYB3Z1QzoHe9n9jFI5pk4g,-1.201276221619344,36.90372341953525,2018,2,O/y/,180,GSVI,oYB3Z1QzoHe9n9jFI5pk4g_180,[0.31089967489242554],"[[272.55340576171875, 181.45858764648438, 398.8307189941406, 220.61831665039062]]",1.0
oZ7zoPWJS1xP_vuDcGnLzw,-1.205315065201738,36.92272574655446,2021,9,O/Z/,90,GSVI,oZ7zoPWJS1xP_vuDcGnLzw_90,"[0.3832058310508728, 0.2624989449977875]","[[271.96331787109375, 201.2797088623047, 399.60693359375, 299.87286376953125], [267.6109313964844, 229.6533203125, 399.88409423828125, 300.0]]",1.0
oakfmeJa_ZdVvGfYqzLD5A,-1.361289813081618,36.93463375744579,2018,4,O/a/,270,GSVI,oakfmeJa_ZdVvGfYqzLD5A_270,[0.7229443192481995],"[[56.28986358642578, 196.37933349609375, 269.33843994140625, 275.9659423828125]]",1.0
oaqo4DAQK6hhSI_MLT6myg,-1.360241259391271,36.65737058959614,2018,4,O/a/,180,GSVI,oaqo4DAQK6hhSI_MLT6myg_180,"[0.2940140962600708, 0.25356152653694153]","[[242.49728393554688, 227.5500030517578, 333.0725402832031, 299.8062438964844], [240.88577270507812, 192.78582763671875, 335.39068603515625, 299.7178955078125]]",1.0
odxfBkspxc6Wbmxxbu2Tmw,-1.27584040462279,36.83068500768139,2018,2,O/d/,90,GSVI,odxfBkspxc6Wbmxxbu2Tmw_90,[0.35526877641677856],"[[1.7789459228515625, 208.68930053710938, 213.25173950195312, 300.0]]",1.0
odxfBkspxc6Wbmxxbu2Tmw,-1.27584040462279,36.83068500768139,2018,2,O/d/,180,GSVI,odxfBkspxc6Wbmxxbu2Tmw_180,"[0.4736729562282562, 0.47042715549468994]","[[17.94513702392578, 158.6134033203125, 250.47425842285156, 241.10675048828125], [127.74079895019531, 161.74171447753906, 244.68743896484375, 233.45993041992188]]",1.0
ofPuTBgXBeXcsTIIJbtMeA,-1.304587987326914,36.74795639830023,2021,7,O/f/,90,GSVI,ofPuTBgXBeXcsTIIJbtMeA_90,[0.6193066835403442],"[[8.619766235351562, 192.99258422851562, 398.0567626953125, 300.0]]",1.0
ofPuTBgXBeXcsTIIJbtMeA,-1.304587987326914,36.74795639830023,2021,7,O/f/,180,GSVI,ofPuTBgXBeXcsTIIJbtMeA_180,[0.5097614526748657],"[[1.1693191528320312, 165.63204956054688, 205.41648864746094, 300.0]]",1.0
ofdSXPq6s4N6OWpA1o3qmQ,-1.200766890580415,36.906743896316,2018,2,O/f/,0,GSVI,ofdSXPq6s4N6OWpA1o3qmQ_0,[0.42887070775032043],"[[73.30436706542969, 205.8454132080078, 399.9143981933594, 280.1602783203125]]",1.0
oguP63-wpqnwYZEgItGWxw,-1.323888351142094,36.89970191383229,2021,8,O/g/,270,GSVI,oguP63-wpqnwYZEgItGWxw_270,[0.4705641567707062],"[[105.0642318725586, 142.65451049804688, 396.15020751953125, 221.23109436035156]]",1.0
ohoxU2sn6fkJnBXbbEcefg,-1.304096191774388,36.8651093193323,2021,8,O/H/,90,GSVI,ohoxU2sn6fkJnBXbbEcefg_90,[0.2526387572288513],"[[0.3236675262451172, 0.0, 102.32596588134766, 137.87429809570312]]",1.0
oi-kyYKv_NCJ0P1qEi_CsQ,-1.255380231885189,36.88992674518962,2021,8,O/i/,0,GSVI,oi-kyYKv_NCJ0P1qEi_CsQ_0,[0.3574143648147583],"[[109.29009246826172, 189.54330444335938, 399.80322265625, 299.20013427734375]]",1.0
oqb1bcStBa58Owo1UjMV3w,-1.349281113436835,36.93223572587129,2021,8,O/Q/,90,GSVI,oqb1bcStBa58Owo1UjMV3w_90,[0.37746015191078186],"[[5.2677154541015625, 217.7569122314453, 255.10728454589844, 299.0126037597656]]",1.0
ovZ8A3po1rhTyBc_HuNbDw,-1.275311013085017,36.9618863873386,2021,8,O/v/,90,GSVI,ovZ8A3po1rhTyBc_HuNbDw_90,[0.5253081321716309],"[[27.791900634765625, 192.16941833496094, 344.410400390625, 299.59625244140625]]",1.0
owca7YH9ALTJ602PQbcpUA,-1.20815136926069,36.90194839144704,2021,9,O/w/,90,GSVI,owca7YH9ALTJ602PQbcpUA_90,[0.4064522087574005],"[[4.765262603759766, 200.90899658203125, 289.93231201171875, 298.7518005371094]]",1.0
owhGXc3ZNJyrwF2m2nJhAA,-1.263154966017392,36.86351577544529,2018,2,O/w/,180,GSVI,owhGXc3ZNJyrwF2m2nJhAA_180,"[0.5896583199501038, 0.3006957471370697]","[[1.6579437255859375, 231.21726989746094, 394.81475830078125, 299.83978271484375], [0.0, 259.3668518066406, 229.78860473632812, 300.0]]",1.0
ox5eDmwA6yrDjvnUJ12XMw,-1.239463189451756,36.92600316682542,2021,9,O/x/,270,GSVI,ox5eDmwA6yrDjvnUJ12XMw_270,"[0.665116012096405, 0.4281430244445801]","[[0.0, 171.84542846679688, 165.84132385253906, 241.93698120117188], [279.64520263671875, 205.10643005371094, 399.708984375, 238.97720336914062]]",1.0
oyNQTaDGDrvoorsNGmoMAw,-1.298795863966303,36.89390135454113,2021,7,O/y/,270,GSVI,oyNQTaDGDrvoorsNGmoMAw_270,"[0.46502983570098877, 0.40342801809310913, 0.292269766330719]","[[199.22256469726562, 175.49159240722656, 397.3829650878906, 232.90748596191406], [30.867919921875, 178.0009002685547, 398.06121826171875, 237.79124450683594], [52.66460418701172, 180.94065856933594, 400.0, 256.5523376464844]]",1.0
oyThA3AJs1ka9n7t4a4DMg,-1.35908038917483,36.66088238390424,2018,4,O/y/,270,GSVI,oyThA3AJs1ka9n7t4a4DMg_270,[0.4634883403778076],"[[267.3547668457031, 191.83570861816406, 335.60687255859375, 229.23660278320312]]",1.0
oygtiYTTQYLaeeuT6rQxrw,-1.263468058577464,36.93759202531199,2021,8,O/y/,0,GSVI,oygtiYTTQYLaeeuT6rQxrw_0,[0.31584838032722473],"[[92.51554107666016, 217.8218994140625, 225.97293090820312, 279.9079284667969]]",1.0
oymgBiQZ6siTm_uDmyQZvg,-1.269278880513574,36.91416168193057,2021,8,O/y/,90,GSVI,oymgBiQZ6siTm_uDmyQZvg_90,[0.6892626881599426],"[[14.3487548828125, 154.1256561279297, 263.278564453125, 280.17742919921875]]",1.0
p-1sujEX1yYSfUnXzJPu0g,-1.303721144864304,36.90588690517355,2021,8,P/-/,180,GSVI,p-1sujEX1yYSfUnXzJPu0g_180,"[0.6052787899971008, 0.4759180545806885]","[[190.32542419433594, 192.76565551757812, 400.0, 299.9422302246094], [80.21835327148438, 193.73382568359375, 400.0, 299.1701354980469]]",1.0
p-6aPGA8EErjz_pvAlD55Q,-1.319765907356053,36.87166086768831,2018,1,P/-/,180,GSVI,p-6aPGA8EErjz_pvAlD55Q_180,[0.3117349147796631],"[[53.14873123168945, 213.73605346679688, 190.72959899902344, 291.5760498046875]]",1.0
p5CQKSTcVAHG7XzkvEhITQ,-1.286317456454806,36.85450036815963,2021,8,P/5/,0,GSVI,p5CQKSTcVAHG7XzkvEhITQ_0,[0.25497302412986755],"[[0.0, 206.75352478027344, 190.2157745361328, 299.82220458984375]]",1.0
pDtJSMobckGmowDZC9SKRA,-1.329463173557206,36.85819594100793,2021,8,P/d/,0,GSVI,pDtJSMobckGmowDZC9SKRA_0,[0.43730178475379944],"[[0.0, 128.782958984375, 298.357666015625, 221.85379028320312]]",1.0
pDtJSMobckGmowDZC9SKRA,-1.329463173557206,36.85819594100793,2021,8,P/d/,270,GSVI,pDtJSMobckGmowDZC9SKRA_270,"[0.5812506079673767, 0.33886274695396423]","[[108.88736724853516, 148.03538513183594, 197.39935302734375, 173.11599731445312], [212.5120849609375, 137.0273895263672, 398.919677734375, 196.90127563476562]]",1.0
pG7u0Gc9Cv7M--51_d0r1Q,-1.266279190535065,36.89205822215563,2018,2,P/g/,180,GSVI,pG7u0Gc9Cv7M--51_d0r1Q_180,"[0.6205054521560669, 0.26032572984695435]","[[310.8017272949219, 178.14547729492188, 399.7314147949219, 246.30198669433594], [51.80805587768555, 206.5137481689453, 160.477783203125, 299.40863037109375]]",1.0
pG7u0Gc9Cv7M--51_d0r1Q,-1.266279190535065,36.89205822215563,2018,2,P/g/,270,GSVI,pG7u0Gc9Cv7M--51_d0r1Q_270,[0.5466403365135193],"[[8.634042739868164, 179.27207946777344, 114.50038146972656, 250.8715057373047]]",1.0
pLGhklmzdWSoDDSlYyZMgg,-1.328855024232232,36.85852385451091,2021,8,P/L/,0,GSVI,pLGhklmzdWSoDDSlYyZMgg_0,[0.5606616735458374],"[[16.421279907226562, 213.8751220703125, 97.48477935791016, 267.40081787109375]]",1.0
pLMVcGpexCrHtWEi4gurng,-1.281040212133411,36.82537504125989,2021,8,P/L/,270,GSVI,pLMVcGpexCrHtWEi4gurng_270,[0.5971986651420593],"[[29.64761734008789, 190.33953857421875, 112.89964294433594, 263.185791015625]]",1.0
pMYC-wD-ps9u5hkZ5qESyg,-1.255079464647361,36.90751677969612,2018,1,P/m/,270,GSVI,pMYC-wD-ps9u5hkZ5qESyg_270,"[0.5084933042526245, 0.4238366186618805]","[[211.35935974121094, 185.47572326660156, 326.5626220703125, 255.95431518554688], [153.8402862548828, 181.23550415039062, 333.1294860839844, 266.3341369628906]]",1.0
pNhADmL4Gwn298m_znJvrg,-1.323791390609762,36.89651448575425,2018,4,P/N/,90,GSVI,pNhADmL4Gwn298m_znJvrg_90,[0.5515717267990112],"[[64.73217010498047, 207.73521423339844, 400.0, 299.38848876953125]]",1.0
pNhADmL4Gwn298m_znJvrg,-1.323791390609762,36.89651448575425,2018,4,P/N/,270,GSVI,pNhADmL4Gwn298m_znJvrg_270,[0.2858455777168274],"[[280.9361877441406, 148.9532470703125, 399.70489501953125, 250.31863403320312]]",1.0
pPk1067eNg6oTRJLW1yNFg,-1.263044527060672,36.90951409581316,2018,1,P/P/,0,GSVI,pPk1067eNg6oTRJLW1yNFg_0,[0.7139238715171814],"[[60.67920684814453, 182.78448486328125, 197.36048889160156, 218.26356506347656]]",1.0
pQEmUN4Tmyu15DERRGzM_w,-1.215920544337326,36.92510514117992,2021,9,P/Q/,270,GSVI,pQEmUN4Tmyu15DERRGzM_w_270,[0.5663140416145325],"[[143.48275756835938, 193.59619140625, 267.5185546875, 299.28863525390625]]",1.0
pWpZhtYLuJ8B8dym09wBUA,-1.324085015840756,36.78348208772715,2021,7,P/w/,90,GSVI,pWpZhtYLuJ8B8dym09wBUA_90,"[0.5556876063346863, 0.43038472533226013]","[[162.03379821777344, 230.63121032714844, 399.7147216796875, 299.4992370605469], [225.3776092529297, 233.47750854492188, 400.0, 300.0]]",1.0
pb3Vzrae0DzyFH9ZXZM9YQ,-1.253391931869225,36.87092766571938,2018,2,P/B/,0,GSVI,pb3Vzrae0DzyFH9ZXZM9YQ_0,"[0.637931227684021, 0.2565217614173889]","[[4.4106292724609375, 238.76235961914062, 394.19073486328125, 299.31158447265625], [184.02870178222656, 231.5209197998047, 398.48114013671875, 299.68353271484375]]",1.0
pesqWVBT_UocHHS7xfJOkg,-1.201886794675892,36.92287807540442,2018,2,P/e/,0,GSVI,pesqWVBT_UocHHS7xfJOkg_0,[0.8092578053474426],"[[0.032787322998046875, 239.27108764648438, 189.05490112304688, 300.0]]",1.0
pjAcyFpUeofRIzH6EgnnCg,-1.289164089791917,36.84323278002867,2021,10,P/j/,180,GSVI,pjAcyFpUeofRIzH6EgnnCg_180,[0.5229225158691406],"[[298.9117126464844, 124.94102478027344, 399.2254333496094, 268.5435485839844]]",1.0
plNGlZViWs2S_ejhAmSbJw,-1.278858232995195,36.95009728011452,2018,2,P/L/,0,GSVI,plNGlZViWs2S_ejhAmSbJw_0,[0.4512249827384949],"[[253.2579803466797, 207.21139526367188, 400.0, 298.7727355957031]]",1.0
plshJK6-xD07xuOcSX29xw,-1.333458523036633,36.87060982220103,2021,7,P/L/,180,GSVI,plshJK6-xD07xuOcSX29xw_180,"[0.74984210729599, 0.5108019113540649]","[[113.12629699707031, 165.3443145751953, 400.0, 242.73452758789062], [118.30570983886719, 168.0718231201172, 284.3065185546875, 241.31004333496094]]",1.0
pmg-5svUQsX2qWLxJ0L2RQ,-1.301675564501217,36.89027093042606,2018,4,P/m/,0,GSVI,pmg-5svUQsX2qWLxJ0L2RQ_0,[0.30913233757019043],"[[53.18817138671875, 209.93240356445312, 399.2532958984375, 284.4576110839844]]",1.0
pn4Az4GQ7L92IVIlZSCktw,-1.264095010001561,36.84343840419034,2022,5,P/N/,90,GSVI,pn4Az4GQ7L92IVIlZSCktw_90,[0.5957775712013245],"[[134.0275115966797, 229.3308868408203, 397.73284912109375, 294.29290771484375]]",1.0
ppbvXMR3z7MR_Ml9qt0J0w,-1.314667346772693,36.90069092057503,2021,8,P/P/,90,GSVI,ppbvXMR3z7MR_Ml9qt0J0w_90,[0.6185899376869202],"[[200.76065063476562, 180.10775756835938, 395.8690490722656, 214.8142547607422]]",1.0
ppsR2KB-qBQ8OjEJYY3ugw,-1.275934241542456,36.99266759938077,2021,8,P/P/,0,GSVI,ppsR2KB-qBQ8OjEJYY3ugw_0,[0.7556217908859253],"[[212.4810028076172, 213.52577209472656, 333.9508056640625, 280.41339111328125]]",1.0
pqxbMW1oAO2YAVm2hR2msA,-1.247533959245768,36.68382916102292,2021,8,P/Q/,0,GSVI,pqxbMW1oAO2YAVm2hR2msA_0,[0.5051771402359009],"[[3.2993698120117188, 169.99476623535156, 260.56903076171875, 297.98468017578125]]",1.0
prMJOjIv22hAyEJkM6IdJw,-1.276410573887808,36.7504108342821,2018,2,P/r/,180,GSVI,prMJOjIv22hAyEJkM6IdJw_180,[0.67304927110672],"[[140.96405029296875, 179.638671875, 394.7333068847656, 299.0205383300781]]",1.0
q0KKgCp3ksWpOmkRweT-Yg,-1.287131448452266,36.69288207176842,2018,1,Q/0/,180,GSVI,q0KKgCp3ksWpOmkRweT-Yg_180,[0.7795130610466003],"[[32.2203254699707, 207.86178588867188, 278.3448486328125, 298.8768615722656]]",1.0
q3-VJ6Xd8vrCYhZLDgCxgA,-1.301849694659754,36.90361552255253,2021,7,Q/3/,270,GSVI,q3-VJ6Xd8vrCYhZLDgCxgA_270,"[0.719812273979187, 0.42954981327056885, 0.26243430376052856]","[[1.7940521240234375, 201.9457550048828, 147.84800720214844, 299.4137878417969], [14.230308532714844, 161.62918090820312, 400.0, 227.50140380859375], [174.57278442382812, 161.30686950683594, 398.290771484375, 213.29501342773438]]",1.0
q57SQ-aBu_HisYsnyyZpnQ,-1.213254713055635,36.93332058283755,2021,9,Q/5/,270,GSVI,q57SQ-aBu_HisYsnyyZpnQ_270,[0.4602517783641815],"[[79.1393051147461, 183.8531036376953, 178.7675323486328, 257.2845764160156]]",1.0
q5wH4dFwMB86WPx72aGKKA,-1.24472166429752,36.89579293799546,2021,8,Q/5/,270,GSVI,q5wH4dFwMB86WPx72aGKKA_270,"[0.675976574420929, 0.4794312119483948]","[[300.60589599609375, 168.84780883789062, 399.1944580078125, 227.7312469482422], [299.1529541015625, 167.31195068359375, 399.14080810546875, 278.8630065917969]]",1.0
